2.828282828282828731e-01,2.900000000000000355e+00,3.448275862068965192e-01,-2.900000000000000355e+00,-3.448275862068965192e-01
2.929292929292929282e-01,3.000000000000000444e+00,3.333333333333332593e-01,-3.000000000000000444e+00,-3.333333333333332593e-01
3.030303030303030387e-01,3.100000000000000089e+00,3.225806451612903136e-01,-3.100000000000000089e+00,-3.225806451612903136e-01
3.131313131313131493e-01,3.200000000000000178e+00,3.125000000000000000e-01,-3.200000000000000178e+00,-3.125000000000000000e-01
3.232323232323232598e-01,3.300000000000000266e+00,3.030303030303029832e-01,-3.300000000000000266e+00,-3.030303030303029832e-01
3.333333333333333703e-01,3.400000000000000355e+00,2.941176470588234837e-01,-3.400000000000000355e+00,-2.941176470588234837e-01
3.434343434343434809e-01,3.500000000000000444e+00,2.857142857142856984e-01,-3.500000000000000444e+00,-2.857142857142856984e-01
3.535353535353535914e-01,3.600000000000000089e+00,2.777777777777777901e-01,-3.600000000000000089e+00,-2.777777777777777901e-01
3.636363636363636465e-01,3.700000000000000178e+00,2.702702702702702298e-01,-3.700000000000000178e+00,-2.702702702702702298e-01
3.737373737373737570e-01,3.800000000000000266e+00,2.631578947368420907e-01,-3.800000000000000266e+00,-2.631578947368420907e-01
3.838383838383838675e-01,3.900000000000000355e+00,2.564102564102563875e-01,-3.900000000000000355e+00,-2.564102564102563875e-01
3.939393939393939781e-01,4.000000000000000000e+00,2.500000000000000000e-01,-4.000000000000000000e+00,-2.500000000000000000e-01
4.040404040404040886e-01,4.099999999999999645e+00,2.439024390243902662e-01,-4.099999999999999645e+00,-2.439024390243902662e-01
4.141414141414141992e-01,4.200000000000000178e+00,2.380952380952380820e-01,-4.200000000000000178e+00,-2.380952380952380820e-01
4.242424242424242542e-01,4.299999999999999822e+00,2.325581395348837177e-01,-4.299999999999999822e+00,-2.325581395348837177e-01
4.343434343434343647e-01,4.399999999999999467e+00,2.272727272727272929e-01,-4.399999999999999467e+00,-2.272727272727272929e-01
4.444444444444444753e-01,4.500000000000000000e+00,2.222222222222222099e-01,-4.500000000000000000e+00,-2.222222222222222099e-01
4.545454545454545858e-01,4.599999999999999645e+00,2.173913043478261087e-01,-4.599999999999999645e+00,-2.173913043478261087e-01
4.646464646464646964e-01,4.700000000000000178e+00,2.127659574468085124e-01,-4.700000000000000178e+00,-2.127659574468085124e-01
4.747474747474748069e-01,4.799999999999999822e+00,2.083333333333333426e-01,-4.799999999999999822e+00,-2.083333333333333426e-01
4.848484848484848619e-01,4.900000000000000355e+00,2.040816326530612013e-01,-4.900000000000000355e+00,-2.040816326530612013e-01
4.949494949494949725e-01,5.000000000000000000e+00,2.000000000000000111e-01,-5.000000000000000000e+00,-2.000000000000000111e-01
5.050505050505050830e-01,5.099999999999999645e+00,1.960784313725490446e-01,-5.099999999999999645e+00,-1.960784313725490446e-01
5.151515151515152491e-01,5.200000000000000178e+00,1.923076923076922906e-01,-5.200000000000000178e+00,-1.923076923076922906e-01
5.252525252525253041e-01,5.299999999999999822e+00,1.886792452830188815e-01,-5.299999999999999822e+00,-1.886792452830188815e-01
5.353535353535353591e-01,5.400000000000000355e+00,1.851851851851851749e-01,-5.400000000000000355e+00,-1.851851851851851749e-01
5.454545454545455252e-01,5.500000000000000000e+00,1.818181818181818232e-01,-5.500000000000000000e+00,-1.818181818181818232e-01
5.555555555555555802e-01,5.599999999999999645e+00,1.785714285714285754e-01,-5.599999999999999645e+00,-1.785714285714285754e-01
5.656565656565657463e-01,5.700000000000000178e+00,1.754385964912280604e-01,-5.700000000000000178e+00,-1.754385964912280604e-01
5.757575757575758013e-01,5.799999999999999822e+00,1.724137931034482873e-01,-5.799999999999999822e+00,-1.724137931034482873e-01
5.858585858585858563e-01,5.900000000000000355e+00,1.694915254237288060e-01,-5.900000000000000355e+00,-1.694915254237288060e-01
5.959595959595960224e-01,6.000000000000000000e+00,1.666666666666666574e-01,-6.000000000000000000e+00,-1.666666666666666574e-01
6.060606060606060774e-01,6.099999999999999645e+00,1.639344262295082122e-01,-6.099999999999999645e+00,-1.639344262295082122e-01
6.161616161616162435e-01,6.200000000000000178e+00,1.612903225806451568e-01,-6.200000000000000178e+00,-1.612903225806451568e-01
6.262626262626262985e-01,6.299999999999999822e+00,1.587301587301587213e-01,-6.299999999999999822e+00,-1.587301587301587213e-01
6.363636363636364646e-01,6.400000000000000355e+00,1.562500000000000000e-01,-6.400000000000000355e+00,-1.562500000000000000e-01
6.464646464646465196e-01,6.500000000000000000e+00,1.538461538461538547e-01,-6.500000000000000000e+00,-1.538461538461538547e-01
6.565656565656565746e-01,6.599999999999999645e+00,1.515151515151515194e-01,-6.599999999999999645e+00,-1.515151515151515194e-01
6.666666666666667407e-01,6.700000000000000178e+00,1.492537313432835688e-01,-6.700000000000000178e+00,-1.492537313432835688e-01
6.767676767676767957e-01,6.799999999999999822e+00,1.470588235294117696e-01,-6.799999999999999822e+00,-1.470588235294117696e-01
6.868686868686869618e-01,6.900000000000000355e+00,1.449275362318840632e-01,-6.900000000000000355e+00,-1.449275362318840632e-01
6.969696969696970168e-01,7.000000000000000000e+00,1.428571428571428492e-01,-7.000000000000000000e+00,-1.428571428571428492e-01
7.070707070707071829e-01,7.099999999999999645e+00,1.408450704225352179e-01,-7.099999999999999645e+00,-1.408450704225352179e-01
7.171717171717172379e-01,7.200000000000000178e+00,1.388888888888888951e-01,-7.200000000000000178e+00,-1.388888888888888951e-01
7.272727272727272929e-01,7.299999999999999822e+00,1.369863013698630061e-01,-7.299999999999999822e+00,-1.369863013698630061e-01
7.373737373737374590e-01,7.400000000000000355e+00,1.351351351351351149e-01,-7.400000000000000355e+00,-1.351351351351351149e-01
7.474747474747475140e-01,7.500000000000000000e+00,1.333333333333333315e-01,-7.500000000000000000e+00,-1.333333333333333315e-01
7.575757575757576801e-01,7.599999999999999645e+00,1.315789473684210453e-01,-7.599999999999999645e+00,-1.315789473684210453e-01
7.676767676767677351e-01,7.700000000000000178e+00,1.298701298701298579e-01,-7.700000000000000178e+00,-1.298701298701298579e-01
7.777777777777777901e-01,7.799999999999999822e+00,1.282051282051282215e-01,-7.799999999999999822e+00,-1.282051282051282215e-01
7.878787878787879562e-01,7.900000000000000355e+00,1.265822784810126389e-01,-7.900000000000000355e+00,-1.265822784810126389e-01
7.979797979797980112e-01,8.000000000000000000e+00,1.250000000000000000e-01,-8.000000000000000000e+00,-1.250000000000000000e-01
8.080808080808081773e-01,8.099999999999999645e+00,1.234567901234567971e-01,-8.099999999999999645e+00,-1.234567901234567971e-01
8.181818181818182323e-01,8.199999999999999289e+00,1.219512195121951331e-01,-8.199999999999999289e+00,-1.219512195121951331e-01
8.282828282828283983e-01,8.300000000000000711e+00,1.204819277108433589e-01,-8.300000000000000711e+00,-1.204819277108433589e-01
8.383838383838384534e-01,8.400000000000000355e+00,1.190476190476190410e-01,-8.400000000000000355e+00,-1.190476190476190410e-01
8.484848484848485084e-01,8.500000000000000000e+00,1.176470588235294101e-01,-8.500000000000000000e+00,-1.176470588235294101e-01
8.585858585858586745e-01,8.599999999999999645e+00,1.162790697674418589e-01,-8.599999999999999645e+00,-1.162790697674418589e-01
8.686868686868687295e-01,8.699999999999999289e+00,1.149425287356321962e-01,-8.699999999999999289e+00,-1.149425287356321962e-01
8.787878787878788955e-01,8.800000000000000711e+00,1.136363636363636326e-01,-8.800000000000000711e+00,-1.136363636363636326e-01
8.888888888888889506e-01,8.900000000000000355e+00,1.123595505617977497e-01,-8.900000000000000355e+00,-1.123595505617977497e-01
8.989898989898991166e-01,9.000000000000000000e+00,1.111111111111111049e-01,-9.000000000000000000e+00,-1.111111111111111049e-01
9.090909090909091717e-01,9.099999999999999645e+00,1.098901098901098883e-01,-9.099999999999999645e+00,-1.098901098901098883e-01
9.191919191919192267e-01,9.199999999999999289e+00,1.086956521739130543e-01,-9.199999999999999289e+00,-1.086956521739130543e-01
9.292929292929293927e-01,9.300000000000000711e+00,1.075268817204300953e-01,-9.300000000000000711e+00,-1.075268817204300953e-01
9.393939393939394478e-01,9.400000000000000355e+00,1.063829787234042562e-01,-9.400000000000000355e+00,-1.063829787234042562e-01
9.494949494949496138e-01,9.500000000000000000e+00,1.052631578947368363e-01,-9.500000000000000000e+00,-1.052631578947368363e-01
9.595959595959596689e-01,9.599999999999999645e+00,1.041666666666666713e-01,-9.599999999999999645e+00,-1.041666666666666713e-01
9.696969696969697239e-01,9.700000000000001066e+00,1.030927835051546337e-01,-9.700000000000001066e+00,-1.030927835051546337e-01
9.797979797979798899e-01,9.800000000000000711e+00,1.020408163265306006e-01,-9.800000000000000711e+00,-1.020408163265306006e-01
9.898989898989899450e-01,9.900000000000000355e+00,1.010101010101010083e-01,-9.900000000000000355e+00,-1.010101010101010083e-01
1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000056e-01,-1.000000000000000000e+01,-1.000000000000000056e-01
